epoch,step,loss,caption
0,1,0.0045689791440963745,a person is dancing quickly and having fun.
0,2,0.007240759674459696,a person is moving around dancing with their arms.
0,3,0.3093867599964142,someone seems to be dancing
0,4,0.01159731112420559,a person walks with a limp
0,5,0.9579604268074036,a person running and then crawling before returning to a run.
0,6,0.025184089317917824,a person is jogging / walking fast but not running in circles
0,7,0.020425943657755852,a man stands casually with his arms to his sides than takes 4 slow steps backwards starting with his left and then stops.
0,8,0.01032447163015604,a person readies their jump rope and then begins skipping rope.
0,9,0.006950646638870239,a person bends forward with left/left hands quickly to touch left/left toes directly in front of hands. a person twists torso left/left with waist fast facing left/left. a person lifts left/left hands fast above left/left shoulder at the same time. a person bends torso left/left hand sides fast facing forward
0,10,0.3975882828235626,"imitates a ballet dance. right hand steps behind left, hands cur under than both lifts poisely."
0,11,0.04712195694446564,a person bends over and does a standing jump forward.
0,12,0.008625514805316925,a man is dancing around in a circle.
0,13,0.028281595557928085,a person walking forward in a steady pace
0,14,0.011624127626419067,"a person walks in a slow clockwise circle, stopping in a standing position."
0,15,0.007078186608850956,the man raises his hands and waves then fast in the air.
0,16,0.015014388598501682,"a person walks downstairs, before making a little jump at the bottom."
0,17,1.6552841663360596,a person dancing with left arm in the air and bouncing back and forth
0,18,0.010344639420509338,a person walks forward and then starts dancing.
0,19,0.012426428496837616,a person is salsa dancing.
0,20,0.00473941583186388,a person struggles to hold a heavy object before dropping it.
0,21,2.1527161598205566,a person sets something down on the ground and then walks with big hip sway in a diaganol direction.
0,22,0.029977351427078247,"a man bends his legs slightly then takes a medium-length jump forward, raising his forearms slightly then letting them hang loose on landing."
0,23,0.1716386377811432,a person is sprinting fast
0,24,0.008402206934988499,"a person walks forward at a slow pace and stops, holding position."
0,25,0.3165768086910248,a person taking a huge jump forward
0,26,1.917101263999939,the man is jumping jump
0,27,0.020446961745619774,he uplift his right hand and moving it fast again and again.
0,28,0.03252671658992767,obstacle courses sometimes require an athlete to run in a backwards motion.
0,29,0.007406887598335743,walking forward then the body twirls around fast and keeps walking.
0,30,1.270543098449707,"a man is standing up, then bends down to take a big jump forward, leaps forward, and then stands back up straight."
0,31,0.026304839178919792,a person takes three quick steps backward.
0,32,0.00569567596539855,person facing forward does 5 small slow steps to the left then 5 slow steps to the  right
0,33,0.009551930241286755,a man dancing to salsa music
0,34,0.1458883285522461,a person takes a couple quick steps forward.
0,35,0.024238096550107002,"a man shakes his wrists, jumps backwards with a spin, and then finishes by spreading his arms."
0,36,0.010728196240961552,a person is walking forward and dancing at the same time. they are throwing their limbs out in sudden movements and shaking their legs.
0,37,0.004177362658083439,the person is doing awkward arm movements to the head and then down in front.
0,38,0.012554928660392761,"person is dancing by bending right arm and right leg lifting and bending at the same time a few times, they repeat this on the left, they jump to the side and kick the left leg back, and then jump to the left"
0,39,0.03976680710911751,the person is  slow punching the air.
0,40,0.012812837027013302,"a figure gestures as though it is digging with a shovel. the figure stops dancing around 7 second mark, and seems to place a plant or tree into the hole it has dug."
0,41,0.006960059516131878,a person throws their body forward and then to the side in an expressive way
0,42,0.017344214022159576,person walks fast on the spot
0,43,0.5302226543426514,"this person is walking forward at an easy but steady pace, starting with the right foot and completing 8 steps, ending with the right foot forward."
0,44,2.136150360107422,a person sets something down on the ground and then walks with big hip sway in a diaganol direction.
0,45,0.006229060236364603,the person walks forward at a steady pace while moving most of their left hand side of their body compared to their right
0,46,0.008117175661027431,a person is ballroom dancing with someone.
0,47,0.0056914049200713634,a person takes a jump rope and starts jumping rope.
0,48,0.009204565547406673,he is jumping very fast.
0,49,0.01686687581241131,"a person jumps and spins in place, then when they land they run forward, stop, and run backwards"
0,50,0.004851920995861292,"a person waddles around like a penguin, then waves with their left hand, their right hand, and then a quick wave with both hands."
0,51,0.009398594498634338,"starting with their right foot, a person sidesteps fast back and forth."
0,52,0.005183672998100519,the person seems to be 'beat boxing' and drops to the ground swinging his left foot over in a circular direction and using that momentum to to propel himself to spin over his right shoulder first then his left so he ends up seated again.
0,53,0.01747809536755085,"a person jumps repeatedly, throwing their arms above their head and stretching their legs with each jump."
0,54,0.015533124096691608,a a person practices a salsa dance routine by themselves
0,55,0.026837697252631187,the person is doing the chicken dance.
0,56,0.05472562462091446,the person took a small jump forward.
0,57,0.02442181296646595,this person holds his arms up as if to dance with a partner.
0,58,0.4891403019428253,"the person steps into a martial arts stance, kicks and thrusts its right leg forward, bring itself back into a martial arts stance."
0,59,0.01158108189702034,the person is doing a russian dance
0,60,0.47438427805900574,the person is running forward very fast.
