epoch,step,loss,caption
0,1,0.010271438397467136,this person appears to stumble as if fleftened.
0,2,0.06168679893016815,"a man bends his legs slightly then takes a medium-length jump forward, raising his forearms slightly then letting them hang loose on landing."
0,3,2.264984369277954,the person is doing the lambada dance.
0,4,0.0476246103644371,a person is walking forward and dancing at the same time. they are throwing their limbs out in sudden movements and shaking their legs.
0,5,0.03157784789800644,a person swings their arms and body around as if they are dancing.
0,6,0.016348812729120255,a person walking forward in a steady pace
0,7,0.017194220796227455,a person throws an object with a fast arm motion.
0,8,0.0305625069886446,"a person walks downstairs, before making a little jump at the bottom."
0,9,0.03274443373084068,"a person makes small steps foward, turns around, makes quick small steps back, then stops and turns around."
0,10,0.8962720632553101,"this person is walking forward at an easy but steady pace, starting with the right foot and completing 8 steps, ending with the right foot forward."
0,11,0.007764557842165232,a person does broad jumps back and forth with a quick stretch in between jumps.
0,12,0.04896852746605873,a person is performing a dance
0,13,0.01974296011030674,a person walks side to side with arms extended as if dancing
0,14,0.07581181079149246,a man is holding both arms out and then pulling them back in right to left as if he is transferring something heavy.
0,15,0.05328003689646721,a person bends forward with left/left hands quickly to touch left/left toes directly in front of hands. a person twists torso left/left with waist fast facing left/left. a person lifts left/left hands fast above left/left shoulder at the same time. a person bends torso left/left hand sides fast facing forward
0,16,1.981264591217041,a person lifts something heavy with their right arm.
0,17,0.020956795662641525,"a person walks forward at a slow pace and stops, holding position."
0,18,0.03089786320924759,a person does tricks while jump roping and then stops
0,19,0.007161303423345089,a person is moving around dancing with their arms.
0,20,0.01514037698507309,the man is walking at a quick pace with his hands and feet swinging and appears to be in a hurry.
1,21,0.023223239928483963,the man is walking at a quick pace with his hands and feet swinging and appears to be in a hurry.
1,22,0.014801787212491035,a person bends forward with left/left hands quickly to touch left/left toes directly in front of hands. a person twists torso left/left with waist fast facing left/left. a person lifts left/left hands fast above left/left shoulder at the same time. a person bends torso left/left hand sides fast facing forward
1,23,0.10698293149471283,a person does tricks while jump roping and then stops
1,24,0.012332823127508163,"a person walks forward at a slow pace and stops, holding position."
1,25,1.2718846797943115,"this person is walking forward at an easy but steady pace, starting with the right foot and completing 8 steps, ending with the right foot forward."
1,26,0.02259705774486065,a man is holding both arms out and then pulling them back in right to left as if he is transferring something heavy.
1,27,0.02940201200544834,a person walking forward in a steady pace
1,28,0.925089418888092,a person lifts something heavy with their right arm.
1,29,0.0486038438975811,a person does broad jumps back and forth with a quick stretch in between jumps.
1,30,0.04270277917385101,"a person makes small steps foward, turns around, makes quick small steps back, then stops and turns around."
1,31,0.0254548080265522,a person is walking forward and dancing at the same time. they are throwing their limbs out in sudden movements and shaking their legs.
1,32,0.9649927020072937,the person is doing the lambada dance.
1,33,0.022066203877329826,"a man bends his legs slightly then takes a medium-length jump forward, raising his forearms slightly then letting them hang loose on landing."
1,34,0.04321647435426712,this person appears to stumble as if fleftened.
1,35,0.028754331171512604,a person is moving around dancing with their arms.
1,36,0.007616609334945679,a person throws an object with a fast arm motion.
1,37,0.01950688846409321,a person swings their arms and body around as if they are dancing.
1,38,0.006548539735376835,a person walks side to side with arms extended as if dancing
1,39,0.03510706499218941,a person is performing a dance
1,40,0.027241136878728867,"a person walks downstairs, before making a little jump at the bottom."
