epoch,step,loss,caption
0,1,0.021898603066802025,a person is dancing quickly and having fun.
0,2,0.014715172350406647,a person is moving around dancing with their arms.
0,3,0.7052919268608093,someone seems to be dancing
0,4,0.04399152100086212,a person walks with a limp
0,5,2.3378796577453613,a person running and then crawling before returning to a run.
0,6,0.032982807606458664,a person is jogging / walking fast but not running in circles
0,7,0.05839022994041443,a man stands casually with his arms to his sides than takes 4 slow steps backwards starting with his left and then stops.
0,8,0.04447810351848602,a person readies their jump rope and then begins skipping rope.
0,9,0.012932974845170975,a person bends forward with left/left hands quickly to touch left/left toes directly in front of hands. a person twists torso left/left with waist fast facing left/left. a person lifts left/left hands fast above left/left shoulder at the same time. a person bends torso left/left hand sides fast facing forward
0,10,0.863401472568512,"imitates a ballet dance. right hand steps behind left, hands cur under than both lifts poisely."
0,11,0.10023335367441177,a person bends over and does a standing jump forward.
0,12,0.019929921254515648,a man is dancing around in a circle.
0,13,0.04624330624938011,a person walking forward in a steady pace
0,14,0.033320993185043335,"a person walks in a slow clockwise circle, stopping in a standing position."
0,15,0.006827155128121376,the man raises his hands and waves then fast in the air.
0,16,0.020663360133767128,"a person walks downstairs, before making a little jump at the bottom."
0,17,1.7609175443649292,a person dancing with left arm in the air and bouncing back and forth
0,18,0.01582200825214386,a person walks forward and then starts dancing.
0,19,0.012596054002642632,a person is salsa dancing.
0,20,0.0057039037346839905,a person struggles to hold a heavy object before dropping it.
0,21,2.40305495262146,a person sets something down on the ground and then walks with big hip sway in a diaganol direction.
0,22,0.08943567425012589,"a man bends his legs slightly then takes a medium-length jump forward, raising his forearms slightly then letting them hang loose on landing."
0,23,0.42061367630958557,a person is sprinting fast
0,24,0.012415976263582706,"a person walks forward at a slow pace and stops, holding position."
0,25,0.6526324152946472,a person taking a huge jump forward
0,26,2.7258152961730957,the man is jumping jump
0,27,0.034124020487070084,he uplift his right hand and moving it fast again and again.
0,28,0.04079264774918556,obstacle courses sometimes require an athlete to run in a backwards motion.
0,29,0.057268593460321426,walking forward then the body twirls around fast and keeps walking.
0,30,1.6359176635742188,"a man is standing up, then bends down to take a big jump forward, leaps forward, and then stands back up straight."
0,31,0.063932865858078,a person takes three quick steps backward.
0,32,0.013362719677388668,person facing forward does 5 small slow steps to the left then 5 slow steps to the  right
0,33,0.020724879577755928,a man dancing to salsa music
0,34,0.2247227430343628,a person takes a couple quick steps forward.
0,35,0.038897816091775894,"a man shakes his wrists, jumps backwards with a spin, and then finishes by spreading his arms."
0,36,0.028557203710079193,a person is walking forward and dancing at the same time. they are throwing their limbs out in sudden movements and shaking their legs.
0,37,0.007145524490624666,the person is doing awkward arm movements to the head and then down in front.
0,38,0.0215095654129982,"person is dancing by bending right arm and right leg lifting and bending at the same time a few times, they repeat this on the left, they jump to the side and kick the left leg back, and then jump to the left"
0,39,0.06728660315275192,the person is  slow punching the air.
0,40,0.02016982063651085,"a figure gestures as though it is digging with a shovel. the figure stops dancing around 7 second mark, and seems to place a plant or tree into the hole it has dug."
0,41,0.005380360875278711,a person throws their body forward and then to the side in an expressive way
0,42,0.0434289276599884,person walks fast on the spot
0,43,0.8939577341079712,"this person is walking forward at an easy but steady pace, starting with the right foot and completing 8 steps, ending with the right foot forward."
0,44,2.386760711669922,a person sets something down on the ground and then walks with big hip sway in a diaganol direction.
0,45,0.026960132643580437,the person walks forward at a steady pace while moving most of their left hand side of their body compared to their right
0,46,0.010248745791614056,a person is ballroom dancing with someone.
0,47,0.03325945883989334,a person takes a jump rope and starts jumping rope.
0,48,0.021229004487395287,he is jumping very fast.
0,49,0.028694340959191322,"a person jumps and spins in place, then when they land they run forward, stop, and run backwards"
0,50,0.014817234128713608,"a person waddles around like a penguin, then waves with their left hand, their right hand, and then a quick wave with both hands."
0,51,0.015325570479035378,"starting with their right foot, a person sidesteps fast back and forth."
0,52,0.013845773413777351,the person seems to be 'beat boxing' and drops to the ground swinging his left foot over in a circular direction and using that momentum to to propel himself to spin over his right shoulder first then his left so he ends up seated again.
0,53,0.044296011328697205,"a person jumps repeatedly, throwing their arms above their head and stretching their legs with each jump."
0,54,0.018928980454802513,a a person practices a salsa dance routine by themselves
0,55,0.04056341573596001,the person is doing the chicken dance.
0,56,0.23362848162651062,the person took a small jump forward.
0,57,0.05733491852879524,this person holds his arms up as if to dance with a partner.
0,58,1.3251746892929077,"the person steps into a martial arts stance, kicks and thrusts its right leg forward, bring itself back into a martial arts stance."
0,59,0.03425081819295883,the person is doing a russian dance
0,60,0.866362988948822,the person is running forward very fast.
0,61,0.08160795271396637,a person is dancing and waving their arms
0,62,2.813034772872925,"a person reaches back with their right arm and throws something forward with a lot of force, then they steady themselves to remain balanced."
0,63,0.044090162962675095,the person is doing a fancy dance.
0,64,0.0634140595793724,a fast pace stepping forward with dribble hands then takes a shot.
0,65,0.012800251133739948,a person scamps around as if doing a victory dance.
0,66,0.1451985388994217,"person squats with both knees bent, bringing hands together at chest, then straightens legs to jump straight upwards but lands slightly to their left considering their beginning position"
0,67,0.037103403359651566,"the person does a little side to side dance, barely lifting its legs and bringing them down quickly, while shimmying its shoulders up and down slightly."
0,68,0.021685170009732246,the man is walking at a quick pace with his hands and feet swinging and appears to be in a hurry.
0,69,0.03457490727305412,person is doing a dance
0,70,0.046519726514816284,the person is jumping rope very fast.
0,71,0.1152070090174675,the person is standing up. they raise their hands up with fingers spread like jazz hands. hands and hips move back and forth like it is dancing.
0,72,0.021832354366779327,a fast limp on the right foot.
0,73,0.027421992272138596,a person takes a quick step forward.
0,74,0.021870501339435577,a person is doing the waltz dance
0,75,0.01161821000277996,this person is jumping up and down as if to jump rope.
0,76,2.9769513607025146,a person is dancing while running.
0,77,0.0390765406191349,person takes fast steps forwards
0,78,0.062256500124931335,"a person takes two slow steps forward, pivots on their right foot 180deg, then takes two more slow steps forward."
0,79,0.004698621109127998,"a person turns towards to the right, picks up a heavy object and turns and set it down in front of him."
0,80,0.016150234267115593,"person does light bouncy jump, skips forward with left leg swinging forward"
0,81,0.023626286536455154,person bends down and keeps legs straight flowing arms left to right before turning around and doing same back
0,82,1.3139002323150635,a person lifts something heavy with their right arm.
0,83,2.186264991760254,a man walks backwards and then makes a large leap forward.
